"airbnbId","title","description","priceOriginal","priceCurrent","rating","reviews","guests","rooms","beds","bathrooms","host","favoriteGuestMark"
"43654348","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"741252517389338415","Vistas incomparables de Santiago, y moderno diseño","Alojamiento entero: condo en Santiago, Chile","$44,662 CLP","$29,547 CLP","4.95","148","2 huéspedes","1 habitación","1 cama","1 baño","Brian","Favorito entre huéspedes"
"1281990901289283602","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"26502303","Dpto America bellas artes stgo centro","Alojamiento entero: vivienda rentada en Santiago, Chile","$39,665 CLP","$32,500 CLP","4.75","568","3 huéspedes","1 habitación","2 camas","1 baño","America","Favorito entre huéspedes"
"1344344182949098131","Moderno estudio en centro de Stg","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"969856387015456927","N220_Matrimonial Estacionamiento y Piscina","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$28,000 CLP","4.65","40 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Yeny Andrea","No"
"661532664443762664","Metro Santa Isabel, seguridad, sin costos extras","Alojamiento entero: vivienda rentada en Santiago, Chile","$27,415 CLP","$24,000 CLP","4.66","59 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Julio Ernesto","No"
"1006842935233715944","Apartamento en Santiago Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$33,990 CLP","4.72","126 reseñas","4 huéspedes","1 habitación","2 camas","1 baño","Josue","No"
"1057272733380486506","Moderno Depto. acogedor, cómodo y muy bien ubicado","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$36,000 CLP","4.8","83 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Luis","No"
"1211729704332513603","Estudio Céntrico en Ñuñoa: Perfecto para 2","Sin datos","$43,447 CLP","$28,516 CLP","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1176344724307907184","Arriendo diario en Santiago 2 a 3 personas","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$26,900 CLP","4.63","8 reseñas","2 huéspedes","1 habitación","2 camas","1 baño","Luis Andrés","No"
"1128162447819552803","estudio en piso 13","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$30,000 CLP","4.38","29 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Lau","No"
"7547630","Estudio acogedor en Stgo Centro","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"41554614","Departamento Amoblado para 2 personas","Alojamiento entero: vivienda rentada en Santiago, Chile","$49,155 CLP","$35,000 CLP","4.71","48 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Nestor Javier","No"
"1342852148773461937","HOM I Inmejoarable Studio NUEVO en Santiago, 2PAX","Alojamiento entero: vivienda rentada en Santiago, Chile","$31,824 CLP","$25,459 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"1108850938604427490","¡Vive el encanto de Nuñoa con la mejor comodidad!","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","$40,533 CLP","$30,427 CLP","4.58","38 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Andes STR","No"
"23503307","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1230692863576178475","90- Centro Bellas Artes + Aire Acond","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$33,999 CLP","5.0","17","2 huéspedes","1 habitación","1 cama","1 baño","Victor Hugo","Favorito entre huéspedes"
"814777180194681596","1610.Cómodo departamento","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,675 CLP","$24,179 CLP","4.83","99","2 huéspedes","1 habitación","1 cama","1 baño","Vittorio","Favorito entre huéspedes"
"1221934078968552181","Bello depto a pasos de metro + 2 camas + Estaciona","Alojamiento entero: vivienda rentada en Macul, Chile","$35,741 CLP","$29,000 CLP","4.91","35","3 huéspedes","1 habitación","2 camas","1 baño","Evelyn","Favorito entre huéspedes"
"806564922565731913","America Dpto Fabuloso","Alojamiento entero: vivienda rentada en Santiago, Chile","$39,665 CLP","$29,000 CLP","4.74","192 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","America","No"
"27088114","Central y clásico - moderno, encantador, renovado","Alojamiento entero: condo en Santiago, Chile","$35,773 CLP","$24,133 CLP","4.91","327","2 huéspedes","1 habitación","1 cama","1 baño","Brian","Favorito entre huéspedes"
"916852114610438737","A 50 pasos de la Alameda (910)","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1332074490028990241","Refugio Moderno en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$36,090 CLP","5.0","3 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Eduardo","No"
"46584734","Estupendo Departamento a pasos de Metro U.Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$28,722 CLP","4.93","94","2 huéspedes","1 habitación","1 cama","1 baño","Alejandro","Favorito entre huéspedes"
"1328360376778613681","Oferta inauguración providencia","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","$36,222 CLP","Novedad","1 reseña","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Agustin Ignacio","No"
"1332517266991781391","Ejecutivo a 1""metro Irarrázaval L5,L3.7”E.Nacional","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","Sin datos","$30,623 CLP","5.0","4 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Miguel","No"
"1340921277260420769","Estilo y confort en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$34,200 CLP","5.0","3 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","Carlos","No"
"9463434","Departamento Ejecutivo 409","Sin datos","Sin datos","$34,000 CLP","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"38487896","Barrio Bellas Artes  Bello Apartamento en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$34,250 CLP","4.79","310","2 huéspedes","1 habitación","1 cama","1 baño","Maryori Carolina","Favorito entre huéspedes"
"929515922768562362","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1340686666941950034","Oasis en Ñuñoa: Estudio Chic para 2 huéspedes","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"623377008797280143","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"999145861704366961","Depto 12 Nuevo Ñuñoa Metro Irarrazabal L3 L5","Alojamiento entero: vivienda rentada en Ñuñoa, Chile","Sin datos","$34,000 CLP","4.91","104","3 huéspedes","1 habitación","2 camas","1 baño","Benjamin","Favorito entre huéspedes"
"1114705110476732981","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1310091360629473752","Céntrico y con buena iluminación","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","$30,166 CLP","$25,600 CLP","Novedad","2 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Marcelo","No"
"1261118295484521810","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"633941832677322988","Apartamento Especial Bellas Artes Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$34,250 CLP","4.79","19 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","José","No"
"1051621027148334875","5- Apartamento monoambiente","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$28,000 CLP","4.85","78","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","Favorito entre huéspedes"
"1346373470114943100","HOM I Acogedor y Renovado Depto 1D1B 2PAX Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$34,370 CLP","$28,005 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"1285122911478038857","Departamento íntimo y acogedor","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"43421758","America Departamentos","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$32,000 CLP","4.76","306","3 huéspedes","1 habitación","2 camas","1 baño","America","Favorito entre huéspedes"
"21978569","Barrio tranquilo en Providencia, CAII304","Alojamiento entero: vivienda rentada en Providencia, Chile","Sin datos","$38,858 CLP","4.78","158","2 huéspedes","1 habitación","1 cama","1 baño","Juan Pablo","Favorito entre huéspedes"
"27123280","Renovado y Bonito - Ubicación Centralísima","Alojamiento entero: condo en Santiago, Chile","$35,773 CLP","$24,133 CLP","4.86","316","2 huéspedes","1 habitación","1 cama","1 baño","Brian","Favorito entre huéspedes"
"1238340742401022929","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1239449522431909913","HOM | Inmejorable Depto1D1B en Santa Rosa,Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$43,634 CLP","$33,930 CLP","5.0","6 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Hom","No"
"872787064663648871","Elegante estudio terraza privada en Providencia","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"28411063","GRAN DEPTO Metro SANTA ANA","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","Sin datos","$23,000 CLP","4.84","153","3 huéspedes","1 habitación","2 camas","1 baño","Cbs Amoblados","Favorito entre huéspedes"
"1177425241151709972","Moderno estudio, internet 600 mbps, TV inteligente 4K 50 '","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"46461328","Cómodo depto Urbano en barrio Manuel Montt","Alojamiento entero: vivienda rentada en Providencia, Chile","$49,639 CLP","$40,000 CLP","4.73","204 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Daniela","No"
"1346752293919198976","Estancia Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$38,300 CLP","$30,700 CLP","Novedad","Sin datos","3 huéspedes","1 habitación","1 cama","1 baño","Genesis","No"
"43301924","America Superior","Alojamiento entero: vivienda rentada en Santiago, Chile","$37,679 CLP","$32,000 CLP","4.77","410","3 huéspedes","1 habitación","1 cama","1 baño","America","Favorito entre huéspedes"
"1305306414927429477","Depto Studio Nuevo |WIFI| Metro Parque Bustamante","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$32,500 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Eduardo","No"
"1339098339693776700","Disfruta de Santiago D707","Alojamiento entero: vivienda rentada en Santiago, Chile","$39,500 CLP","$32,100 CLP","Novedad","Sin datos","3 huéspedes","1 habitación","1 cama","1 baño","Checkin Chile","No"
"1269783266585487149","Santiago Centro, Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$30,000 CLP","4.84","32","2 huéspedes","1 habitación","1 cama","1 baño","Nilia","Favorito entre huéspedes"
"1021982417294141384","Cálido y acogedor departamento","Alojamiento entero: vivienda rentada en Providencia, Chile","$48,726 CLP","$41,000 CLP","4.79","106 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Paola","No"
"820338041006914314","R534_Matrimonial_Estacionamiento","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","$31,768 CLP","$27,000 CLP","4.7","47 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","Yeny Andrea","No"
"14105537","Tranquilo departamento en Bellas Artes/Lastarria","Alojamiento entero: vivienda rentada en Santiago, Chile","$39,739 CLP","$35,000 CLP","4.75","399 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Mariana","No"
"1348173382141778913","Estudio de lujo en Santiago a pasos del metro","Alojamiento entero: vivienda rentada en Santiago, Chile","$32,990 CLP","$26,392 CLP","Novedad","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Matías Tobar","No"
"1162434758163671248","Cómodo Apartamento con Terraza en Santiago Centro","Alojamiento entero: vivienda rentada en Santiago, Chile","$34,893 CLP","$25,000 CLP","4.79","24 reseñas","3 huéspedes","1 habitación","1 cama","1 baño","Felipe","No"
"1318358198895733044","Calidad hotelera|Wi-Fi |AC | Sin Comisión| STGO DT","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$30,000 CLP","Novedad","2 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Andes Plus","No"
"1328394373910126014","Departamentos L&B","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$30,000 CLP","4.75","4 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","LENNY Beatriz","No"
"1049990996693339898","Bella América","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1121326205275017584","Bello depto en Providencia","Alojamiento entero: vivienda rentada en Providencia, Chile","$49,717 CLP","$41,000 CLP","4.78","63 reseñas","2 huéspedes","1 habitación","Sin datos de camas","1 baño","Paola","No"
"53574726","Departamento Morandé 707","Alojamiento entero: condo en Santiago, Chile","Sin datos","Sin datos","4.87","122 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","No"
"37297883","Horizon","Alojamiento entero: vivienda rentada en Santiago, Chile","$44,743 CLP","$25,000 CLP","4.54","140 reseñas","8 huéspedes","1 habitación","4 camas","1 baño","Sin datos","No"
"1053656409668962411","Ubicación Perfecta y Comodidad","Habitación en Las Condes, Chile","Sin datos","$23,400 CLP","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","1 cama queen","baño compartido","Sin datos","No"
"1004412288316708093","HOM | Nuevo Depto a Pasos del Metro República 2PAX","Alojamiento entero: vivienda rentada en Santiago, Chile","$41,174 CLP","$32,480 CLP","Sin datos","Sin datos","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","No"
"1267545432036434306","HT | Nuevo Dpto. con Sala de Juegos y Piscina","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$36,225 CLP","4.67","12 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Sin datos","No"
"1316947406574434746","Habitación costado Parque Arauco","Habitación en Las Condes, Chile","Sin datos","$24,000 CLP","Novedad","2 reseñas","Sin datos de huéspedes","Sin datos de habitaciones","1 cama","baño compartido","Quédate con Francisco","No"
"21297342","Cómodo, acogedor y céntrico apartamento Forestal Park 259","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1305267443354741130","Depto Nuevo |WIFI| Metro Irrarazabal-Est Nacional","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$34,000 CLP","5.0","13","3 huéspedes","1 habitación","1 cama","1 baño","Eduardo","Favorito entre huéspedes"
"1076438992220610679","Departamentos Gabanna Suites 11","Sin datos","$54,383 CLP","$46,500 CLP","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"51602516","Departamentos del hogar 1","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","Sin datos","$30,000 CLP","4.47","110 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Genesis","No"
"39421893","Bonito departamento en pleno Lastarria c/aire","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$35,150 CLP","4.72","213 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Sin datos","No"
"1065199061035528539","Apartamento pasos Movistar","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$29,000 CLP","4.82","74","2 huéspedes","1 habitación","Sin datos de camas","1 baño","Ricardo","Favorito entre huéspedes"
"1242095081024849279","Arriendo para 2 o 3 personas","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,702 CLP","$26,900 CLP","4.86","21","3 huéspedes","1 habitación","1 cama","1 baño","Ccpropiedades","Favorito entre huéspedes"
"27727872","Departamento full equipado","Alojamiento entero: vivienda rentada en Santiago, Chile","$41,761 CLP","$28,500 CLP","4.79","100","2 huéspedes","1 habitación","1 cama","1 baño","Daniela","Favorito entre huéspedes"
"1213154171766628029","vista torre entel metro moneda","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$31,000 CLP","4.57","58 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Jocelyn","No"
"1289843586581395609","Cercano a metro y Centro Histórico de Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","$29,747 CLP","$24,000 CLP","4.6","5 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Bastian","No"
"37624186","Hermoso Depto Ñuñoa con Parking . Aire Acon. Top","Alojamiento entero: condo en Ñuñoa, Chile","$41,132 CLP","$29,750 CLP","4.7","143 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Francisco","No"
"783273502922519667","514- Dpto central metro U Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$32,999 CLP","4.71","17 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Nicolas","No"
"1321706731622239296","Apt a pasos del metro, Santiago","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"49750432","America Departamentos Mosqueto superior","Alojamiento entero: apartamento con servicios incluidos en Santiago, Chile","Sin datos","$32,000 CLP","4.72","447","3 huéspedes","1 habitación","2 camas","1 baño","America","Favorito entre huéspedes"
"49969649","Green House en  Baquedano, Bellavista,Lastarria.","Alojamiento entero: condo en Santiago, Chile","$31,509 CLP","$28,358 CLP","4.76","200 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Vesna","No"
"1258210539166335110","Departamento superconectado","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$19,000 CLP","4.69","13 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Clarivel","No"
"1277465614886756277","Calidad hotelera|Wi-Fi |AC | Sin Comisión| STGO DT","Alojamiento entero: vivienda rentada en Santiago, Chile","$35,219 CLP","$30,000 CLP","5.0","3 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","Andes Plus","No"
"1106616185818324879","Departamento Barrio El Golf","Alojamiento entero: vivienda rentada en Las Condes, Chile","Sin datos","$46,500 CLP","5.0","31","2 huéspedes","1 habitación","1 cama","1 baño","Claudio","Favorito entre huéspedes"
"1277101783385338961","Departamento Céntrico 1D1B a pasos de la Alameda","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1247829207319744895","A/C2”a providencia,1”Metro bustamante,barrioItalia","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1231911056227624832","Disfruta de lo mejor en este moderno estudio","Alojamiento entero: vivienda rentada en Santiago, Chile","$34,866 CLP","$25,755 CLP","4.8","15 reseñas","2 huéspedes","Sin datos de habitaciones","1 cama","1 baño","Sin datos","No"
"929190840586094239","Departamento Buena Vista","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos de huéspedes","Sin datos de habitaciones","Sin datos de camas","Sin datos de baños","Sin datos","No"
"1313203902397373040","Tu Escape Urbano | La Reina | ¡Vive la Ciudad!","Alojamiento entero: vivienda rentada en La Reina, Chile","$33,566 CLP","$26,853 CLP","Novedad","1 reseña","2 huéspedes","1 habitación","1 cama","1 baño","Andes STR","No"
"1200058797208074183","HT | Espectacular Estudio en Santiago","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$28,175 CLP","4.6","10 reseñas","2 huéspedes","1 habitación","1 cama","1 baño","HomeTravellers","No"
"1039343976717383702","Apartamento en Santiago, Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","Sin datos","$31,500 CLP","4.64","86 reseñas","3 huéspedes","1 habitación","2 camas","1 baño","Mayra","No"
"1256739340264858197","Cómodo depto Santiago Metro Sta Lucía/ U de Chile","Alojamiento entero: vivienda rentada en Santiago, Chile","$30,080 CLP","$24,064 CLP","4.89","18","2 huéspedes","1 habitación","1 cama","1 baño","Claudia","Favorito entre huéspedes"
"1001058972027333066",,,,,,,,,,,,
"1037675331258454508",,,,,,,,,,,,
